"NIRCam Instrument Transmission -- exclusive of filters, DBS, and detectors",,,,,,,,,,
Wavelength,Collimator,SW_Triplet,SW_Mirrors,LW_triplet,LW_Mirrors,SW_Particulates,LW_Particulates,,NVR_Wavelength,NVR_Transmission
4.304,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.305,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.306,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.307,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.308,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.309,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.310,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.311,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.312,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.313,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.314,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.315,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.316,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.317,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.318,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.319,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.320,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.321,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.322,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.323,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.324,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.325,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.326,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.327,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.328,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.329,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.330,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.331,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.332,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.333,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.334,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.335,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.336,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.337,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.338,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.339,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.340,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.341,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.342,0.877,0.872,0.956,0.909,0.966,---,0.984,,,
4.343,0.877,0.873,0.956,0.909,0.966,---,0.984,,,
4.344,0.877,0.873,0.956,0.909,0.966,---,0.984,,,
4.345,0.877,0.873,0.956,0.909,0.966,---,0.984,,,
4.346,0.877,0.873,0.956,0.910,0.966,---,0.984,,,
4.347,0.877,0.873,0.956,0.910,0.966,---,0.984,,,
4.348,0.877,0.873,0.956,0.910,0.966,---,0.984,,,
4.349,0.877,0.873,0.956,0.910,0.966,---,0.984,,,
4.350,0.877,0.873,0.956,0.910,0.966,---,0.984,,,
4.351,0.877,0.873,0.956,0.910,0.966,---,0.984,,,
4.352,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.353,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.354,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.355,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.356,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.357,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.358,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.359,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.360,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.361,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.362,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.363,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.364,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.365,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.366,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.367,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.368,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.369,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.370,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.371,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.372,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.373,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.374,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.375,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.376,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.377,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.378,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.379,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.380,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.381,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.382,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.383,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.384,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.385,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.386,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.387,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.388,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.389,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.390,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.391,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.392,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.393,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.394,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.395,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.396,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.397,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.398,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.399,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.400,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.401,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.402,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.403,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.404,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.405,0.878,0.873,0.956,0.910,0.966,---,0.984,,,
4.406,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.407,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.408,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.409,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.410,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.411,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.412,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.413,0.878,0.873,0.956,0.911,0.966,---,0.984,,,
4.414,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.415,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.416,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.417,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.418,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.419,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.420,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.421,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.422,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.423,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.424,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.425,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.426,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.427,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.428,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.429,0.879,0.873,0.956,0.911,0.966,---,0.984,,,
4.430,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.431,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.432,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.433,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.434,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.435,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.436,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.437,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.438,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.439,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.440,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.441,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.442,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.443,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.444,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.445,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.446,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.447,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.448,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.449,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.450,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.451,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.452,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.453,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.454,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.455,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.456,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.457,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.458,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.459,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.460,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.461,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.462,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.463,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.464,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.465,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.466,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.467,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.468,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.469,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.470,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.471,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.472,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.473,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.474,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.475,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.476,0.879,0.874,0.956,0.911,0.966,---,0.984,,,
4.477,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.478,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.479,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.480,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.481,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.482,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.483,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.484,0.879,0.874,0.956,0.912,0.966,---,0.984,,,
4.485,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.486,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.487,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.488,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.489,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.490,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.491,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.492,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.493,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.494,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.495,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.496,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.497,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.498,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.499,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.500,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.501,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.502,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.503,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.504,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.505,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.506,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.507,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.508,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.509,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.510,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.511,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.512,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.513,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.514,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.515,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.516,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.517,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.518,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.519,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.520,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.521,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.522,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.523,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.524,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.525,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.526,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.527,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.528,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.529,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.530,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.531,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.532,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.533,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.534,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.535,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.536,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.537,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.538,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.539,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.540,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.541,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.542,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.543,0.880,0.874,0.956,0.912,0.966,---,0.984,,,
4.544,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.545,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.546,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.547,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.548,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.549,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.550,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.551,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.552,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.553,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.554,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.555,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.556,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.557,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.558,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.559,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.560,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.561,0.880,0.875,0.956,0.912,0.966,---,0.984,,,
4.562,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.563,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.564,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.565,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.566,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.567,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.568,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.569,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.570,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.571,0.880,0.875,0.956,0.913,0.966,---,0.984,,,
4.572,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.573,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.574,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.575,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.576,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.577,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.578,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.579,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.580,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.581,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.582,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.583,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.584,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.585,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.586,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.587,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.588,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.589,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.590,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.591,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.592,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.593,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.594,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.595,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.596,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.597,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.598,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.599,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.600,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.601,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.602,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.603,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.604,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.605,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.606,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.607,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.608,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.609,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.610,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.611,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.612,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.613,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.614,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.615,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.616,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.617,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.618,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.619,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.620,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.621,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.622,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.623,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.624,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.625,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.626,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.627,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.628,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.629,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.630,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.631,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.632,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.633,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.634,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.635,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.636,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.637,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.638,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.639,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.640,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.641,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.642,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.643,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.644,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.645,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.646,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.647,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.648,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.649,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.650,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.651,0.881,0.875,0.956,0.913,0.966,---,0.984,,,
4.652,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.653,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.654,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.655,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.656,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.657,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.658,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.659,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.660,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.661,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.662,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.663,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.664,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.665,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.666,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.667,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.668,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.669,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.670,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.671,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.672,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.673,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.674,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.675,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.676,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.677,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.678,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.679,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.680,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.681,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.682,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.683,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.684,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.685,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.686,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.687,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.688,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.689,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.690,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.691,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.692,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.693,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.694,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.695,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.696,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.697,0.881,0.875,0.956,0.914,0.966,---,0.984,,,
4.698,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.699,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.700,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.701,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.702,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.703,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.704,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.705,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.706,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.707,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.708,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.709,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.710,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.711,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.712,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.713,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.714,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.715,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.716,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.717,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.718,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.719,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.720,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.721,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.722,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
4.723,0.882,0.875,0.956,0.914,0.966,---,0.984,,,
